filter,baseline_52,baseline_49,baseline_42,homo_52,homo_49,homo_42,noise_52,noise_49,noise_42,norm_52,norm_49,norm_42
Original,89.73701729254067,89.27702036222244,88.69367543231353,92.83799754425459,92.70428936866878,92.74544152256216,90.74848357720249,90.39186636651999,88.35509260206692,93.9732958150005,93.59468228793612,94.51503223165862
fog,41.70712473140284,45.01123094239231,39.03564821446844,43.33262969405506,42.42198403765477,35.67022204031516,75.13607694668987,80.9467215798629,76.15878952215287,54.404694566663245,48.70492990893278,54.87515297247519
night,79.70901974828611,70.98167093011358,72.72054947303793,83.69982502813876,84.10914048910263,85.76653125959275,82.67717896244756,82.82997953545483,80.34399263276373,91.01653842218354,90.7193645758723,92.43870971042669
rain,82.31945155018929,81.70521845901976,78.531893993656,90.26990279341038,89.85993451345546,89.91133531157271,83.25024455131485,84.94768648316791,82.98407142126266,87.2500480916812,87.65014939117978,88.86629080118695
snow,66.77539650056278,63.31689450526963,59.00949043282513,79.70917732528395,82.70725672771924,83.04410928067124,60.534072444489915,62.90758620689657,61.66033152563186,67.66555510078788,69.26210784815306,71.2261015041441
day,89.49071114294486,89.27602987823596,88.55024966745114,92.03955284968794,91.71159930420544,92.23429960094136,90.40228486646885,90.40141921620793,88.42685255295201,93.9529980558682,93.44129131280056,94.3924301647396
