category,sub-category,images,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42
Dangerous warning,Dangerous warning,2228.0,47.666068222621185,52.85008976660682,52.85008976660682,52.85008976660682,52.85008976660682,47.666068222621185,52.85008976660682,47.666068222621185,52.85008976660682,47.666068222621185,52.85008976660682
Regularoty,Priority ,1041.0,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814
Regularoty,Prohibitory,3957.0,83.34596916856204,83.34596916856204,80.33864038412939,83.34596916856204,83.34596916856204,80.33864038412939,80.33864038412939,80.33864038412939,77.72302249178671,80.33864038412939,77.2681324235532
Regularoty,Mandatory,1203.0,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256
Regularoty,Special regulations,1344.0,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286
