filter,ideal_42,noise_42
Original,0.23882216598627973,0.2372518861831916
fognight,1.462926543979376,2.1021583627853793
fogsnow,1.41627053763675,1.614894758851176
fograin,1.5441846325585165,1.124683979329326
rainnight,1.1135437826002643,0.9745355119664512
snownight,1.8168652775464726,2.1869170905207733
