category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,0.0,0.5663203922057111,2.9603515100896876,2.216761035909488,2.4900375414753384,1.5335463399085307,2.128947358241086
Regularoty,Priority ,0.0,0.3467667213884473,2.807942670245135,3.2715369894101016,2.2264390802891927,2.1368207696292374,4.425364778067141
Regularoty,Prohibitory,0.0,0.22932741790755115,2.6898777396742837,1.3768614121083251,1.7544182184872243,1.191715248107712,1.8665883819042102
Regularoty,Mandatory,0.0,0.41603806476271665,2.9205298463029976,2.2006235599479047,2.5233534976242598,2.0062326327679894,2.5024497095619833
Regularoty,Special regulations,0.0,1.247214404823623,3.648969221436431,3.1793745255360526,2.60347336797204,3.2876910813316846,2.8472775374583694
