images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
9773.0,94.5410790954671,94.44201534840886,94.27820014325182,93.82490975135576,93.06865128415019,91.9338220607797,90.16257904430572,87.32653565946994,83.29881694464342,78.08037869640847,70.74416340939322
