category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228.0,93.15565394973069,43.89560502692998,32.98064228007181,42.77816202872531,64.91439183123877,28.150924147217232
Regularoty,Priority ,1041.0,97.16607108549472,58.741530259365994,49.106833813640726,61.24920172910663,72.29496733909701,33.928250720461094
Regularoty,Prohibitory,3957.0,95.5648286580743,37.12418498862775,28.327379075056864,38.413350770785954,60.15952767247914,22.792639625979273
Regularoty,Mandatory,1203.0,95.7181961762261,39.4684098088113,35.41923690773067,47.58947547797173,65.56041978387366,26.92404821280133
Regularoty,Special regulations,1344.0,90.95262053571427,33.51159226190477,34.7767105654762,44.87339285714285,56.41399627976191,23.244686755952383
