filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,88.91939363552645,88.06930655888672,89.38997892151846,90.01353606876089,89.30121129642895,90.07473641665813,94.35285858999285,94.43242136498516,94.61693328558273,91.59121743579249,91.91253760360176,91.71114048910262
fog,73.04302230635423,74.25590299805587,74.30899693031822,41.019130154507316,40.80713046147549,42.98469385040418,51.5972510999693,53.901456154711965,52.7072633786964,38.15178195027115,38.91633244653638,38.09671196152665
night,81.87128527575973,81.3362796480098,82.04541174664894,78.16736375729049,77.56590258876496,78.16550588355672,91.65674961628977,91.6045314642382,91.79695375012791,82.00758497902383,81.92171175688121,81.63315010743887
rain,82.17326665302366,81.58164074490944,83.32645912207101,81.42843313209863,81.37654036631537,81.10194761076434,87.93000245574544,88.52350209761588,88.33817804154303,88.59749125140692,88.79363634503224,88.40091230942392
snow,61.969835976670424,59.4955891742556,63.11259521129642,64.94423145400593,65.3737836897575,62.43132313516833,68.32808891844878,70.3265298270746,69.13330666120946,78.79325007674205,82.27272076128108,80.21475166274428
day,88.69746608001635,88.01990606773765,89.25382901872506,89.8681937992428,89.23250987414303,89.9539371738463,94.3293440090044,94.39973815614448,94.57906988642178,90.7581384426481,90.98474480712164,90.77476967154405
