category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,0.0,0.5170526854031454,1.446634389217348,1.9973561579207095,1.4266137146237667,1.309129392054532,2.900960001745285
Regularoty,Priority ,0.0,0.5231367434932569,2.355482194658286,1.9380871339191472,1.4478541753925296,1.5818287643714464,2.2433384119196944
Regularoty,Prohibitory,0.0,0.3832222489202731,1.8833206625264842,1.8463521349432304,1.4074786845795004,1.0570829242424222,2.2904135547489015
Regularoty,Mandatory,0.0,0.3602868814284397,6.5048582342705075,1.9718403599280103,1.756013402183681,1.8923150123031198,3.594004620250152
Regularoty,Special regulations,0.0,0.7167609671035601,4.230209753924603,1.9722787479764556,1.5537253766466428,1.2045310364994146,2.3898782604337985
