images,Original_model_52_ideallevel,Original_model_49_ideallevel,Original_model_42_ideallevel,fogmild_model_52_ideallevel,fogmild_model_49_ideallevel,fogmild_model_42_ideallevel,fogmedium_model_52_ideallevel,fogmedium_model_49_ideallevel,fogmedium_model_42_ideallevel,fogheavy_model_52_ideallevel,fogheavy_model_49_ideallevel,fogheavy_model_42_ideallevel,rainmild_model_52_ideallevel,rainmild_model_49_ideallevel,rainmild_model_42_ideallevel,rainmedium_model_52_ideallevel,rainmedium_model_49_ideallevel,rainmedium_model_42_ideallevel,rainheavy_model_52_ideallevel,rainheavy_model_49_ideallevel,rainheavy_model_42_ideallevel,snowmild_model_52_ideallevel,snowmild_model_49_ideallevel,snowmild_model_42_ideallevel,snowmedium_model_52_ideallevel,snowmedium_model_49_ideallevel,snowmedium_model_42_ideallevel,snowheavy_model_52_ideallevel,snowheavy_model_49_ideallevel,snowheavy_model_42_ideallevel,nightmild_model_52_ideallevel,nightmild_model_49_ideallevel,nightmild_model_42_ideallevel,nightmedium_model_52_ideallevel,nightmedium_model_49_ideallevel,nightmedium_model_42_ideallevel,nightheavy_model_52_ideallevel,nightheavy_model_49_ideallevel,nightheavy_model_42_ideallevel
9773,94.26978205259388,94.21876394147142,94.61784201371125,79.68846618233908,79.05481326102529,84.51825130461476,67.65631638186841,67.95263481019133,74.13312800573007,8.472172311470377,10.538642177427608,13.189614243323442,94.15749513967052,93.94311777345749,94.46454517548348,93.3293072751458,93.45209147651694,93.80939527269007,91.20004399877214,91.12815716770695,91.48655070091067,85.73599406528191,87.10759848562365,87.52660288550086,81.75554589174256,83.83354036631533,83.4240263992633,75.23857873733758,77.7963317302773,77.38653535250181,93.37986391077459,93.54385654353831,94.10583137214776,92.58200859510899,92.50026296940548,92.88834237184078,91.2421395681981,90.46342781131689,90.76088918448788
