images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
0.0,1.5084125223096818,1.5016712126653733,0.7661632720502259,4.193372678322831,3.5249757795700023,2.561140618166373,3.600215082720078,3.906737198765918,3.6088712999261645,2.31046335893214,1.6921824139507669,1.4917291352723756,2.9444221768726777,4.111827524366869,2.8943848448791525,1.5185550493544395,1.4330749382532197,0.7623224120245754
