images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
0.0,0.2493312033354583,0.21045237875195813,0.2694029083978003,0.2789400083533807,0.22489982461573998,0.2832712336922233,0.2690623973069662,0.28871060551843175,0.2765547238125938,0.2400316499269695,0.37664601912033285
