images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
9773.0,72.70029673590504,73.88212421978922,72.66448378184795,73.88212421978922,73.88212421978922,71.48265629796377,72.66448378184795,71.48265629796377,71.60544356901669,71.48265629796377,71.42126266243733
