images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
9773.0,92.65331648419115,65.44682431187968,65.93364893072751,73.46771666837205,73.0226663255909,53.53307326307174
