images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
0.0,0.23882216598627973,1.462926543979376,1.41627053763675,1.5441846325585165,1.1135437826002643,1.8168652775464726
