images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773.0,93.06552205054743,92.86703315256318,92.73719472014734,92.7945657423514,92.54806876087181,92.28294167604625,91.94648060984346,91.40281500051161,90.82292469047374,89.6358719942699,88.10818059961119
