images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
0.0,0.24806637624798994,0.29446384620247434,0.28590421022604007,0.3844648977335728,0.36812353833481987,0.38446286855603046,0.3934464460382566,0.3642358635106187,0.527515875327858,0.5315871176261746,0.6192281490809494
