images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
0.0,0.2493312033354583,0.22268119073908482,0.22550989943222613,0.2838091604757225,0.2732868014082497,0.28796098846976853,0.3402673998344719,0.4647127782618199,0.6131632341448403,0.7788622024058951,1.0584085171300213
