category,sub-category,images,Original_model_42,rain1_model_42,rain2_model_42,rain3_model_42,rain4_model_42,rain5_model_42,rain6_model_42,rain7_model_42,rain8_model_42,rain9_model_42,rain10_model_42
Dangerous warning,Dangerous warning,2228.0,90.57499775583483,90.27367055655296,90.18915484739676,90.07193357271095,89.86084335727111,89.76652827648117,89.58234694793535,89.24164676840215,89.08894838420107,88.9631723518851,88.61286490125673
Regularoty,Priority ,1041.0,96.2914121037464,96.263530259366,96.05221902017291,95.99458885686839,95.88857829010566,95.88882516810757,95.84121421709895,95.7160480307397,95.84062536023055,95.8315148895293,95.78306340057638
Regularoty,Prohibitory,3957.0,93.7880159211524,93.45740005054334,93.22736315390446,93.06285367702806,92.73169977255496,92.38312383118523,92.36535481425321,92.01677103866565,91.82184887541067,91.64739347990903,91.25837578973972
Regularoty,Mandatory,1203.0,94.92873566084788,94.92927431421448,94.95410141313386,94.82159019118872,94.7050407315046,94.74626267664173,94.61337157107232,94.56341812136324,94.63031920199502,94.08152950955943,94.27254862842892
Regularoty,Special regulations,1344.0,90.90062797619048,90.77403720238095,90.77423214285713,90.67822544642857,90.23815476190475,90.29084226190477,90.29032514880952,89.87361011904761,89.68003720238096,89.73288020833334,89.44230357142855
