category,sub-category,images,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42
Dangerous warning,Dangerous warning,2228.0,92.59497307001796,92.65699192100537,92.76500448833033,92.34326929982048,91.84925942549371,90.31449640933573,88.2857423698384,84.56030969479355,79.98121364452422,72.89912926391382,64.06653141831238
Regularoty,Priority ,1041.0,96.7323823246878,96.69476272814602,96.75355043227665,96.46423439000961,95.94548895292988,95.02582516810759,94.19855331412104,92.43062439961575,89.58723535062441,85.87879538904899,82.09487992315083
Regularoty,Prohibitory,3957.0,95.04705332322465,94.90550972959312,94.40985443517818,93.73279251958553,92.51490523123577,90.4021592115239,87.63236391205459,83.55304523629013,78.64004548900684,71.21063532979528,63.13409148344706
Regularoty,Mandatory,1203.0,94.92930174563593,94.64627763923525,94.8963591022444,94.39745635910225,93.74859019118871,93.23338487115545,91.60538487115544,89.17722859517873,85.83603657522859,79.75054031587698,72.26988362427265
Regularoty,Special regulations,1344.0,91.29407738095239,91.54690029761903,91.36823214285712,90.70016815476188,89.34427083333333,87.63426785714287,85.00006398809523,81.75690922619049,76.54698958333333,71.56199702380952,64.65691071428571
