images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
0.0,0.2493312033354583,0.19973897966414958,0.1894805885075584,0.2819326672219029,0.28256934589816896,0.24746055611013482,0.49457604589525,0.6140343865360524,1.0035388949818782,1.4207873459691813,1.7069848109780592
