category,sub-category,images,Original_model_42,fog1_model_42,fog2_model_42,fog3_model_42,fog4_model_42,fog5_model_42,fog6_model_42,fog7_model_42,fog8_model_42,fog9_model_42,fog10_model_42
Dangerous warning,Dangerous warning,2228.0,60.547576301615806,27.723406642728904,37.208258527827645,55.78994614003591,60.547576301615806,60.547576301615806,60.547576301615806,60.547576301615806,60.547576301615806,60.547576301615806,60.547576301615806
Regularoty,Priority ,1041.0,92.89145052833814,60.79204610951009,53.851604226705085,71.14267050912584,82.54082612872237,82.54082612872237,92.89145052833814,82.54082612872237,92.89145052833814,92.89145052833814,92.89145052833814
Regularoty,Prohibitory,3957.0,77.33158453373768,18.37250442254233,41.862795046752595,65.68134445286834,74.2737124083902,71.46828405357594,77.00277988375032,77.33158453373768,74.2737124083902,77.33158453373768,77.00277988375032
Regularoty,Mandatory,1203.0,68.4954280964256,17.1238570241064,40.64837905236908,68.4954280964256,57.02410640066501,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256
Regularoty,Special regulations,1344.0,59.226190476190474,51.56096726190476,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474,59.226190476190474
