images,Original_model_52_noiselevel,Original_model_49_noiselevel,Original_model_42_noiselevel,fogmild_model_52_noiselevel,fogmild_model_49_noiselevel,fogmild_model_42_noiselevel,fogmedium_model_52_noiselevel,fogmedium_model_49_noiselevel,fogmedium_model_42_noiselevel,fogheavy_model_52_noiselevel,fogheavy_model_49_noiselevel,fogheavy_model_42_noiselevel,rainmild_model_52_noiselevel,rainmild_model_49_noiselevel,rainmild_model_42_noiselevel,rainmedium_model_52_noiselevel,rainmedium_model_49_noiselevel,rainmedium_model_42_noiselevel,rainheavy_model_52_noiselevel,rainheavy_model_49_noiselevel,rainheavy_model_42_noiselevel,snowmild_model_52_noiselevel,snowmild_model_49_noiselevel,snowmild_model_42_noiselevel,snowmedium_model_52_noiselevel,snowmedium_model_49_noiselevel,snowmedium_model_42_noiselevel,snowheavy_model_52_noiselevel,snowheavy_model_49_noiselevel,snowheavy_model_42_noiselevel,nightmild_model_52_noiselevel,nightmild_model_49_noiselevel,nightmild_model_42_noiselevel,nightmedium_model_52_noiselevel,nightmedium_model_49_noiselevel,nightmedium_model_42_noiselevel,nightheavy_model_52_noiselevel,nightheavy_model_49_noiselevel,nightheavy_model_42_noiselevel
9773.0,92.91945871278011,92.91912514069372,92.94980967972987,89.90089737030594,90.49384733449297,91.01731095876393,85.7973293768546,86.67760769466898,87.44485930625191,33.67441317916709,42.832421978921516,41.10243118796685,92.75583546505679,92.704258671851,92.91970326409496,92.49025069067841,92.29490739793307,92.5923728640131,91.12852859920187,91.14969405504964,91.05619564105189,88.36530441010947,87.20956512841504,87.7412186636652,86.04292438350556,84.19066612094548,85.26583341860227,82.04273610968995,80.65104778471299,81.37700501381356,92.86857669088303,93.02104880794023,92.88773662130359,92.32639414714009,92.52112043384835,92.31587741737437,90.91429039189605,90.55479484293463,90.82132917220915
