category,sub-category,images,Original_model_42,fognight_model_42,fogsnow_model_42,fograin_model_42,rainnight_model_42,snownight_model_42
Dangerous warning,Dangerous warning,2228.0,90.51241382405746,69.3577145421903,60.71352872531419,69.9999815978456,72.80088689407542,52.30726885098743
Regularoty,Priority ,1041.0,95.90732853025936,77.83936407300673,81.7964860710855,86.6092065321806,81.58575120076848,65.20587223823246
Regularoty,Prohibitory,3957.0,93.47994692949203,65.4463540561031,62.552160727824116,70.87681122062168,71.69553853929744,51.076226939600716
Regularoty,Mandatory,1203.0,94.67983042394016,60.98057273482958,71.43019534497091,77.98891770573569,76.82441978387365,59.42642227763923
Regularoty,Special regulations,1344.0,89.43429241071428,53.363985119047605,67.33648958333333,72.61878125,67.26216666666666,48.48229241071428
