images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
9773.0,93.06552205054743,92.98269149698149,92.96551990177018,92.83549084211603,92.58486708277908,92.2890364268904,91.87555540775608,91.17994413179167,90.27925734165557,88.9387896244756,87.01104850097205
