images,Original_model_42_noiselevelfog,fog1_model_42_noiselevelfog,fog2_model_42_noiselevelfog,fog3_model_42_noiselevelfog,fog4_model_42_noiselevelfog,fog5_model_42_noiselevelfog,fog6_model_42_noiselevelfog,fog7_model_42_noiselevelfog,fog8_model_42_noiselevelfog,fog9_model_42_noiselevelfog,fog10_model_42_noiselevelfog
0.0,0.24806637624798994,0.3035634612023711,0.2874637370611921,0.24808130647011215,0.2625850586676077,0.29376635338095203,0.2753443014276865,0.2627795524158675,0.3055486970328421,0.42614712365397983,0.6036306340480194
