images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773.0,71.9756216105597,71.8459019748286,73.17609741123503,69.51987618950169,74.41420239435178,73.1965619564105,71.8459019748286,72.08817660902486,73.01749718612504,71.86636652000409,72.07357003990586
