images,Original_model_42_noiselevelrain,rain1_model_42_noiselevelrain,rain2_model_42_noiselevelrain,rain3_model_42_noiselevelrain,rain4_model_42_noiselevelrain,rain5_model_42_noiselevelrain,rain6_model_42_noiselevelrain,rain7_model_42_noiselevelrain,rain8_model_42_noiselevelrain,rain9_model_42_noiselevelrain,rain10_model_42_noiselevelrain
0.0,0.24806637624798994,0.21963402623284822,0.31228465043498005,0.24897514069259966,0.3065929383050357,0.2548820289366301,0.2880975328002288,0.2553747896151107,0.31188821220719126,0.17429299125907133,0.24196540082585152
