filter,ideal_42,idealnoise_42
Original,0.2493312033354583,0.24806637624798994
fog,1.4569024370144341,1.0573015855409424
night,0.6685793267394687,0.5361213320415791
rain,0.28086250689874087,0.24800036973326553
snow,0.568218860622508,0.46827854362056287
day,0.23614934250720018,0.21115377148138362
