images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
9773.0,94.13694771308707,93.18063664947393,91.71499754185639,90.10604544438759,88.25782626264349,86.27191978443787,84.38882706979689,82.22797447758369,80.00332242545788,78.20022855923935,76.42173660920407
