images,Original_model_52_baseline,Original_model_49_baseline,Original_model_42_baseline,fog_model_52_baseline,fog_model_49_baseline,fog_model_42_baseline,night_model_52_baseline,night_model_49_baseline,night_model_42_baseline,rain_model_52_baseline,rain_model_49_baseline,rain_model_42_baseline,snow_model_52_baseline,snow_model_49_baseline,snow_model_42_baseline,day_model_52_baseline,day_model_49_baseline,day_model_42_baseline
9773.0,90.01353606876089,89.30121129642895,90.07473641665813,41.019130154507316,40.80713046147549,42.98469385040418,78.16736375729049,77.56590258876496,78.16550588355672,81.42843313209863,81.37654036631537,81.10194761076434,64.94423145400593,65.3737836897575,62.43132313516833,89.8681937992428,89.23250987414303,89.9539371738463
