category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fog_model_52,fog_model_49,fog_model_42,night_model_52,night_model_49,night_model_42,rain_model_52,rain_model_49,rain_model_42,snow_model_52,snow_model_49,snow_model_42,day_model_52,day_model_49,day_model_42
Dangerous warning,Dangerous warning,2228.0,89.00389901256732,87.10940888689406,88.07472576301616,43.92731463195691,42.594099192100536,48.77445646319569,85.14354712746858,82.80070287253142,83.72076929982046,82.07392235188509,81.07311624775585,81.30610816876121,66.13971858168762,65.97381283662477,63.96775852782764,88.77039946140037,87.03301526032314,87.93102333931779
Regularoty,Priority ,1041.0,94.83232564841498,94.45752353506244,94.81338712776177,71.23906051873197,68.8469289145053,71.57552161383285,88.6066628242075,88.05962824207492,89.44375984630163,92.05502209414024,91.8443698366955,91.71925840537945,81.81556964457252,81.69075504322765,79.54859846301633,94.83157732949087,94.5245148895293,94.85216138328528
Regularoty,Prohibitory,3957.0,90.38671013393984,89.87389335355064,90.55336896638867,35.13270457417236,33.05753853929744,35.6102039423806,80.59659843315643,78.68335658327017,79.56289486985088,78.22578013646701,78.2641261056356,77.90459944402325,58.52924159716956,59.287044730856714,56.10821202931513,90.1064207733131,89.60315061915591,90.25486681829669
Regularoty,Mandatory,1203.0,91.77073732335828,91.97009476309225,92.29409642560266,28.628429758935994,34.514036575228594,30.607012468827936,63.39966167913549,68.0474488778055,68.30425519534495,82.60174812967581,83.79053034081463,82.82600665004158,66.07646716541979,66.16800581878637,63.41675727348295,91.7041047381546,91.99498503740651,92.37740980881131
Regularoty,Special regulations,1344.0,85.28328943452382,84.86582812500002,86.32417782738096,41.21274330357143,44.57568005952381,44.03273288690475,64.58315029761904,65.98988392857144,64.933234375,80.50653645833333,80.77446577380952,80.41026116071428,67.76820982142858,68.9503794642857,64.36049851190475,85.49895163690476,85.21585342261903,86.4582410714286
