images,Original_model_42_ideallevelfog,fog1_model_42_ideallevelfog,fog2_model_42_ideallevelfog,fog3_model_42_ideallevelfog,fog4_model_42_ideallevelfog,fog5_model_42_ideallevelfog,fog6_model_42_ideallevelfog,fog7_model_42_ideallevelfog,fog8_model_42_ideallevelfog,fog9_model_42_ideallevelfog,fog10_model_42_ideallevelfog
9773.0,94.13694771308707,94.08969958047682,93.92611214570756,93.37172802619462,92.44440171902178,90.84254005934719,88.60779248951192,85.17359480200554,80.70981500051161,74.25752522255193,66.70031310754118
