images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773.0,92.77578532692112,92.47894095978715,92.48877622019852,92.5296950782769,92.40692929499642,91.94734267880898,91.50750537194311,90.80128517343705,89.79830655888672,88.61138851939018,87.20971963573109
