images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
9773.0,92.77578532692112,91.93894095978717,91.08116791159317,90.08460411337359,88.96738135679935,87.95434912514068,86.60807264913537,85.33095078276887,84.12985265527473,82.64594576895529,81.59169446434052
