images,Original_model_42_ideallevelsnow,snow1_model_42_ideallevelsnow,snow2_model_42_ideallevelsnow,snow3_model_42_ideallevelsnow,snow4_model_42_ideallevelsnow,snow5_model_42_ideallevelsnow,snow6_model_42_ideallevelsnow,snow7_model_42_ideallevelsnow,snow8_model_42_ideallevelsnow,snow9_model_42_ideallevelsnow,snow10_model_42_ideallevelsnow
0.0,0.2493312033354583,0.3043639701128294,0.3852584311907729,0.38937211207479244,0.41758857496894286,0.5167784293565855,0.5439737133375858,0.7418465277596282,0.7013703511108395,0.7627658470204952,0.8043802823741968
