category,sub-category,images,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42
Dangerous warning,Dangerous warning,2228.0,53.23159784560144,58.97666068222621,58.97666068222621,53.23159784560144,53.23159784560144,58.97666068222621,53.23159784560144,53.23159784560144,53.23159784560144,53.23159784560144,53.23159784560144
Regularoty,Priority ,1041.0,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814,92.89145052833814
Regularoty,Prohibitory,3957.0,78.39272175890827,78.39272175890827,78.39272175890827,78.39272175890827,78.39272175890827,78.39272175890827,78.39272175890827,78.39272175890827,75.54965883244883,75.17058377558756,78.39272175890827
Regularoty,Mandatory,1203.0,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,68.4954280964256,57.02410640066501,57.02410640066501,57.02410640066501,57.02410640066501
Regularoty,Special regulations,1344.0,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286,70.98214285714286
