filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,1.234245298953429,2.147592927707908,1.6975244088940604,1.5084125223096818,1.5016712126653733,0.7661632720502259,0.4270694152314864,0.3979319840485707,0.3627969224922765,2.0796719848158722,0.7338987472433904,0.6833600416670055
fog,2.6068161755290733,3.2003080515173377,2.608935815404584,4.193372678322831,3.5249757795700023,2.561140618166373,2.3781982137706086,2.3300627992173557,2.0510561595209835,3.9419030169934373,2.981151646322285,4.0158750874463385
night,2.1993650359297345,3.3368415609145328,2.9219684950884104,3.600215082720078,3.906737198765918,3.6088712999261645,0.8251787787453155,0.6384562708288606,0.6556760065172936,2.7021489169700916,1.8151295643246317,3.2347657169502044
rain,1.8691181807624204,2.7142111611529844,1.6211937599385198,2.31046335893214,1.6921824139507669,1.4917291352723756,0.7811204124029171,0.6236833039357739,0.5194821597507158,2.1127961810894282,0.8088480634459423,0.9130602573917744
snow,4.141638877618603,4.568014330146672,2.3698042442443357,2.9444221768726777,4.111827524366869,2.8943848448791525,1.9239108594741354,1.9414564726959325,2.0295323609955727,4.6435856266076705,1.2155978862845929,2.0255344992101887
day,1.235685737657798,2.1355472125026713,1.7013442886365011,1.5185550493544395,1.4330749382532197,0.7623224120245754,0.4543553070897228,0.42893770202810405,0.37060222104868223,1.9401272726757308,0.702294758740598,0.7718780818127823
