images,Original_model_52_noise,Original_model_49_noise,Original_model_42_noise,fognight_model_52_noise,fognight_model_49_noise,fognight_model_42_noise,fogsnow_model_52_noise,fogsnow_model_49_noise,fogsnow_model_42_noise,fograin_model_52_noise,fograin_model_49_noise,fograin_model_42_noise,rainnight_model_52_noise,rainnight_model_49_noise,rainnight_model_42_noise,snownight_model_52_noise,snownight_model_49_noise,snownight_model_42_noise
9773,92.75579453596643,92.53005320781745,93.11308912309424,74.49139158907194,76.12907602578534,76.14848869333879,75.4539158907193,75.21733653944541,75.8616279545687,79.50563695896861,78.78856543538319,79.56623350046044,89.92126368566461,90.1468402742249,91.18954671032435,81.7353862682902,83.13784303693849,85.40865854906374
