category,sub-category,images,Original_model_52,Original_model_49,Original_model_42,fognight_model_52,fognight_model_49,fognight_model_42,fogsnow_model_52,fogsnow_model_49,fogsnow_model_42,fograin_model_52,fograin_model_49,fograin_model_42,rainnight_model_52,rainnight_model_49,rainnight_model_42,snownight_model_52,snownight_model_49,snownight_model_42
Dangerous warning,Dangerous warning,2228,89.90216337522442,90.1704712746858,90.61882854578096,72.30470377019749,74.91115350089767,73.60713195691203,69.16687163375224,71.54367145421905,70.51181777378814,73.56457809694795,75.4937342908438,74.99863105924595,88.10580341113106,88.33151256732495,89.13739228007181,80.2499551166966,82.31614901256734,83.70770197486533
Regularoty,Priority ,1041,96.54250720461096,94.9076176753122,95.77236311239193,85.97807877041306,86.36125840537943,85.497060518732,88.28218059558117,87.99247838616714,88.08823246878003,91.64478386167147,89.81956772334294,89.81871277617675,94.42665706051872,93.852353506244,94.71780019212297,89.8164553314121,89.72282420749279,91.44945244956773
Regularoty,Prohibitory,3957,94.08655041698253,93.45408895628,94.00971443012381,75.10771544099069,75.81560020217337,74.52653525398028,73.26362143037655,73.010055597675,73.21119029567855,78.56977760929999,77.10260550922416,77.25544604498354,91.1044857215062,90.82683851402578,91.43204195097297,82.36163254991156,82.53733383876673,84.66026282537275
Regularoty,Mandatory,1203,95.01172069825434,95.84349127182044,95.17954280964256,74.23317539484621,78.80419783873648,82.87594347464673,82.1280881130507,82.70897755610973,83.29196176226101,85.28843724023277,84.29124688279302,86.45108063175394,92.1849875311721,94.34726517040733,94.59652535328344,85.28563591022444,88.1141230257689,90.0233748960931
Regularoty,Special regulations,1344,88.61609375000002,88.91370535714283,90.6986681547619,67.6358407738095,68.75116071428573,71.87409970238095,76.4146875,71.20526041666666,76.4126488095238,77.53116815476191,75.7448363095238,79.8378869047619,83.93127976190475,84.52425595238098,88.09515625,72.91703869047618,76.71337797619047,81.62232142857144
