class,filters,error
83,fogsnow,76.92
74,fogsnow,79.61
52,fogsnow,78.72
23,fogsnow,82.46
12,fogsnow,71.43
32,fogsnow,89.33
46,fogsnow,90.59
39,fogsnow,63.64
53,fogsnow,56.3
81,fogsnow,75.0
90,fogsnow,91.91
50,fogsnow,70.29
15,fogsnow,65.19
28,fogsnow,76.17
16,fogsnow,77.66
31,fogsnow,79.44
1,fogsnow,52.27
66,fogsnow,70.0
42,fogsnow,70.51
20,fogsnow,90.04
41,fogsnow,80.41
70,fogsnow,89.66
29,fogsnow,36.84
62,fogsnow,51.52
30,fogsnow,93.27
67,fogsnow,89.44
45,fogsnow,92.08
73,fogsnow,89.8
55,fogsnow,60.61
51,fogsnow,64.61
77,fogsnow,79.71
49,fogsnow,58.93
48,fogsnow,76.23
37,fogsnow,69.78
7,fogsnow,40.0
21,fogsnow,77.42
68,fogsnow,72.22
11,fogsnow,77.78
61,fogsnow,64.29
97,fogsnow,57.14
19,fogsnow,68.87
92,fogsnow,8.33
86,fogsnow,62.36
78,fogsnow,89.34
87,fogsnow,45.57
17,fogsnow,65.38
35,fogsnow,74.29
57,fogsnow,73.47
36,fogsnow,88.96
69,fogsnow,72.73
76,fogsnow,44.44
72,fogsnow,83.72
5,fogsnow,57.14
44,fogsnow,71.43
2,fogsnow,59.26
54,fogsnow,18.75
91,fogsnow,62.71
43,fogsnow,79.63
63,fogsnow,84.0
47,fogsnow,37.04
88,fogsnow,53.57
0,fogsnow,84.55
79,fogsnow,77.67
96,fogsnow,0.0
75,fogsnow,84.31
95,fogsnow,0.0
102,fogsnow,72.0
22,fogsnow,72.31
3,fogsnow,23.81
60,fogsnow,58.73
4,fogsnow,11.11
6,fogsnow,65.0
80,fogsnow,66.67
33,fogsnow,61.11
93,fogsnow,20.69
59,fogsnow,55.56
65,fogsnow,22.22
25,fogsnow,19.05
24,fogsnow,40.0
40,fogsnow,70.21
101,fogsnow,100.0
99,fogsnow,73.68
71,fogsnow,75.0
34,fogsnow,76.19
10,fogsnow,46.15
27,fogsnow,0.0
82,fogsnow,57.14
56,fogsnow,33.33
85,fogsnow,0.0
58,fogsnow,25.0
100,fogsnow,16.67
64,fogsnow,9.09
26,fogsnow,59.09
18,fogsnow,0.0
84,fogsnow,25.0
38,fogsnow,66.67
9,fogsnow,0.0
13,fogsnow,25.0
14,fogsnow,0.0
89,fogsnow,37.5
98,fogsnow,66.67
94,fogsnow,33.33
8,fogsnow,0.0
