category,images,Original_model_42_noise,fognight_model_42_noise,fogsnow_model_42_noise,fograin_model_42_noise,rainnight_model_42_noise,snownight_model_42_noise
Dangerous warning,2228,91.15918312387792,73.78999102333933,60.00827199281867,71.72286355475762,73.78903500897667,47.4420421903052
Regularoty,7545,93.41328429423459,75.16332007952286,68.53674618952948,77.77332670642808,76.47539430086148,49.59592577866137
