category,images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
Dangerous warning,2228,92.72820466786355,47.17084829443446,33.30351436265709,42.907980251346494,65.97832136445243,29.80347396768402
Regularoty,7545,94.57888800530152,40.55647713717694,32.73751358515573,44.983887342611006,61.5240145791915,25.22215241882041
