images,Original_model_42_ideal,fognight_model_42_ideal,fogsnow_model_42_ideal,fograin_model_42_ideal,rainnight_model_42_ideal,snownight_model_42_ideal
9773,94.15697840990484,42.06438862171288,32.8665476312289,44.51063235444593,62.539485316688825,26.266579351273915
