category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.30619838420108,90.12486983842012,89.99123429084382,90.0806552962298,89.90205565529624,89.27298473967686,89.00394524236984,89.18442998204668,88.68921005385997,87.02878815080788,85.59238779174147
Regularoty,7545,93.55782637508284,93.6121351888668,93.30680185553346,93.47904042412193,93.29356262425448,92.98935851557323,92.65732140490391,92.1008363154407,91.42429688535454,90.05934393638171,88.47004373757457
