images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,92.81653637572906,92.8171257546301,92.55093522971451,92.7042934615778,92.52038371022205,92.14211808042566,91.8244428527576,91.43596848460044,90.80076537398956,89.36845288038472,87.81401002762715
