filter,ideal_42,idealnoise_42
Original,94.15697840990484,92.54048910262969
fog,44.17310856441216,76.30208022101709
night,89.71701626931343,89.34762508953239
rain,92.83736007367237,91.70166786043183
snow,83.63936866878136,87.81313312186637
day,93.79990279341041,92.36740304921723
