filter,noise_52,noise_49,noise_42,baseline_52,baseline_49,baseline_42,norm_52,norm_49,norm_42,homo_52,homo_49,homo_42
Original,88.3564657730482,87.5265077253658,90.33080323339814,90.74003581295406,86.09425560216926,90.17674511408981,93.88097411235036,94.69004809168115,94.1062294075514,92.85768136703162,91.33384528803849,91.55830860534124
fog,72.31173846311266,73.85705412872197,76.8748050752072,50.3624496060575,37.83909342064873,40.26445410825744,46.086390054231046,58.26219584569734,49.7387639414714,41.819279648009825,37.01033971144991,35.158094750844164
night,83.56571472424025,80.66117773457484,82.50287833827895,78.34844060165761,72.91556533306046,80.88614447968895,90.52495241993248,92.17248234932983,91.0472649135373,80.96813772638903,79.26971656604931,80.86562570346875
rain,83.72992530441012,79.56659879259183,83.08615982809782,83.5664350762304,77.23364064258674,81.4899109792285,86.98476005320784,88.91875370919881,87.34238821242198,88.99011869436202,88.81633991609536,87.69046659163001
snow,68.49553156656094,57.075939834237175,61.64867287424536,68.19831679115931,61.89494628056892,66.44856748183771,66.5310150414407,70.07100583239539,67.25592346260103,76.2807970940346,82.35965210273201,80.64085132507928
day,88.12007674204443,87.50626215082369,90.248948122378,90.65828404788704,86.05294996418704,89.98211194106212,93.78851734370205,94.57691906272382,93.95272894709915,91.69049421876599,91.01584058119306,90.5249022817968
