category,images,Original_model_42_noiselevelsnow,snow1_model_42_noiselevelsnow,snow2_model_42_noiselevelsnow,snow3_model_42_noiselevelsnow,snow4_model_42_noiselevelsnow,snow5_model_42_noiselevelsnow,snow6_model_42_noiselevelsnow,snow7_model_42_noiselevelsnow,snow8_model_42_noiselevelsnow,snow9_model_42_noiselevelsnow,snow10_model_42_noiselevelsnow
Dangerous warning,2228,91.15964991023341,90.9780341113106,90.48469928186715,90.30539946140036,89.49647217235189,87.61323159784561,87.5216696588869,85.72745062836627,84.56057899461402,84.91763913824059,83.03390035906642
Regularoty,7545,93.47884426772698,93.12166467859511,92.55124718356528,91.79392445328031,91.12083101391649,89.95235122597748,89.0536394963552,88.65376275679259,87.22326573889994,85.84443472498344,85.18189264413519
