images,Original_model_52_level,Original_model_49_level,Original_model_42_level,fogmild_model_52_level,fogmild_model_49_level,fogmild_model_42_level,fogmedium_model_52_level,fogmedium_model_49_level,fogmedium_model_42_level,fogheavy_model_52_level,fogheavy_model_49_level,fogheavy_model_42_level,rainmild_model_52_level,rainmild_model_49_level,rainmild_model_42_level,rainmedium_model_52_level,rainmedium_model_49_level,rainmedium_model_42_level,rainheavy_model_52_level,rainheavy_model_49_level,rainheavy_model_42_level,snowmild_model_52_level,snowmild_model_49_level,snowmild_model_42_level,snowmedium_model_52_level,snowmedium_model_49_level,snowmedium_model_42_level,snowheavy_model_52_level,snowheavy_model_49_level,snowheavy_model_42_level,nightmild_model_52_level,nightmild_model_49_level,nightmild_model_42_level,nightmedium_model_52_level,nightmedium_model_49_level,nightmedium_model_42_level,nightheavy_model_52_level,nightheavy_model_49_level,nightheavy_model_42_level
9773,85.92549063747057,83.26319042259286,86.1688089634708,87.47825642075104,81.60453903611993,84.11490944438759,81.80088202189705,77.08851632047478,78.15682901872506,37.492010641563496,39.145292131382384,38.04090146321498,87.06383096285684,82.671253453392,86.71902281796787,86.49828711756882,82.89227054128722,84.4369968279955,83.77883147447048,82.04554998465159,82.74724956512843,60.963495344315966,62.46671646372659,60.95025683004195,47.93336130154508,42.70971144991304,46.36688222654251,35.9399826051366,33.56621610559706,30.87278215491661,86.83851018111123,84.29846311265732,86.14106415634913,86.75921006855623,84.29846311265732,86.61084211603396,85.8459797401003,81.60707868617621,82.17270848255399
