images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
9773,92.54048910262969,92.3873170981275,92.23363552645043,92.24390156553773,92.02959582523279,91.62997953545484,91.52797605648215,90.80120024557455,90.10534943210887,89.00986698045637,87.7520300828814
