class,filters,error
15,night10,90.51
78,night10,88.83
63,night10,72.44
30,night10,97.45
57,night10,90.31
19,night10,89.62
50,night10,93.24
90,night10,93.2
48,night10,91.98
49,night10,92.86
20,night10,96.54
1,night10,95.45
34,night10,100.0
23,night10,95.38
97,night10,84.13
31,night10,90.56
22,night10,78.46
28,night10,92.58
72,night10,88.37
16,night10,86.08
36,night10,90.26
42,night10,85.9
52,night10,96.07
83,night10,91.03
60,night10,96.83
29,night10,52.63
71,night10,95.83
46,night10,94.51
14,night10,0.0
53,night10,82.35
21,night10,84.95
67,night10,98.89
6,night10,93.33
77,night10,78.26
91,night10,77.97
86,night10,73.6
12,night10,90.82
27,night10,0.0
55,night10,89.18
32,night10,90.45
51,night10,94.24
17,night10,76.92
7,night10,65.0
10,night10,84.62
64,night10,18.18
70,night10,100.0
0,night10,98.37
37,night10,95.68
75,night10,88.24
2,night10,85.19
74,night10,88.35
40,night10,85.11
41,night10,93.81
45,night10,96.98
66,night10,80.77
87,night10,46.2
8,night10,0.0
81,night10,80.56
73,night10,93.88
61,night10,92.86
58,night10,91.67
59,night10,96.3
79,night10,94.17
62,night10,90.91
33,night10,77.78
11,night10,75.56
43,night10,83.33
9,night10,0.0
68,night10,88.89
54,night10,37.5
100,night10,83.33
56,night10,37.5
76,night10,50.0
35,night10,68.57
89,night10,12.5
88,night10,50.0
47,night10,81.48
99,night10,84.21
24,night10,75.0
93,night10,43.1
101,night10,0.0
18,night10,80.0
92,night10,25.0
26,night10,90.91
39,night10,78.79
3,night10,61.9
102,night10,88.0
25,night10,90.48
13,night10,25.0
69,night10,63.64
96,night10,14.29
95,night10,0.0
4,night10,66.67
65,night10,44.44
82,night10,14.29
44,night10,71.43
5,night10,71.43
84,night10,0.0
38,night10,88.89
85,night10,11.11
94,night10,33.33
98,night10,33.33
80,night10,100.0
