class,Original_model_42,night1_model_42,night2_model_42,night3_model_42,night4_model_42,night5_model_42,night6_model_42,night7_model_42,night8_model_42,night9_model_42,night10_model_42,images
0,97.56,99.19,99.19,98.37,99.19,99.19,98.37,97.56,98.37,98.37,98.37,123
1,90.91,90.91,93.18,95.45,93.18,95.45,95.45,95.45,95.45,95.45,95.45,44
2,85.19,88.89,85.19,87.04,88.89,87.04,87.04,90.74,81.48,81.48,85.19,54
3,71.43,66.67,66.67,66.67,71.43,71.43,71.43,66.67,66.67,71.43,61.9,21
4,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,9
5,85.71,85.71,71.43,71.43,71.43,71.43,71.43,85.71,85.71,85.71,71.43,7
6,86.67,83.33,86.67,86.67,88.33,90.0,91.67,91.67,93.33,93.33,93.33,60
7,85.0,82.5,82.5,80.0,77.5,72.5,67.5,67.5,62.5,57.5,65.0,40
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
10,92.31,92.31,92.31,92.31,92.31,92.31,92.31,92.31,100.0,100.0,84.62,13
11,86.67,84.44,86.67,88.89,86.67,86.67,86.67,82.22,82.22,77.78,75.56,45
12,92.86,92.86,92.86,92.86,93.88,93.88,93.88,93.88,91.84,92.86,90.82,98
13,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,4
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
15,94.3,93.04,93.67,93.67,93.67,93.67,93.67,93.04,91.77,89.87,90.51,158
16,91.58,90.48,91.21,90.48,90.84,90.48,90.11,88.28,89.74,88.64,86.08,273
17,80.77,80.77,78.85,78.85,78.85,78.85,78.85,78.85,76.92,73.08,76.92,52
18,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,5
19,85.85,87.74,87.74,87.74,86.79,86.79,86.79,85.85,88.68,87.74,89.62,106
20,97.4,97.4,97.4,97.4,97.84,97.84,98.27,97.4,96.54,96.54,96.54,231
21,90.32,91.4,91.4,91.4,90.32,89.25,89.25,88.17,89.25,88.17,84.95,93
22,81.54,80.0,80.0,80.0,80.0,80.0,80.0,81.54,81.54,81.54,78.46,65
23,96.31,96.31,96.31,96.92,96.62,96.62,96.31,96.31,95.38,94.77,95.38,325
24,70.0,65.0,65.0,65.0,65.0,65.0,65.0,70.0,65.0,75.0,75.0,20
25,90.48,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,66.67,90.48,21
26,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,90.91,22
27,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,17
28,97.27,97.27,97.66,97.27,96.88,96.48,96.88,96.09,96.09,95.31,92.58,256
29,59.65,61.4,54.39,61.4,57.89,56.14,59.65,54.39,56.14,56.14,52.63,57
30,97.45,97.68,97.68,97.45,97.22,97.22,97.68,97.45,97.22,97.68,97.45,431
31,92.78,93.33,94.44,95.0,94.44,93.89,95.0,95.0,93.89,93.33,90.56,180
32,98.03,97.47,97.75,97.47,97.47,97.19,96.63,96.63,96.07,93.26,90.45,356
33,83.33,83.33,83.33,83.33,83.33,83.33,83.33,77.78,83.33,83.33,77.78,18
34,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,21
35,97.14,94.29,88.57,85.71,85.71,85.71,82.86,82.86,82.86,80.0,68.57,35
