category,images,Original_model_42_noiselevelnight,night1_model_42_noiselevelnight,night2_model_42_noiselevelnight,night3_model_42_noiselevelnight,night4_model_42_noiselevelnight,night5_model_42_noiselevelnight,night6_model_42_noiselevelnight,night7_model_42_noiselevelnight,night8_model_42_noiselevelnight,night9_model_42_noiselevelnight,night10_model_42_noiselevelnight
Dangerous warning,2228,90.21679982046679,89.8131104129264,89.76830341113107,89.94671903052064,89.85779174147216,89.63348294434472,89.63320466786357,89.00384201077202,88.73277378815082,88.15013913824059,87.56727558348295
Regularoty,7545,93.22666269052353,93.14746719681908,92.96163552021206,92.9222478462558,92.67091848906561,92.21953479125249,92.08749237905897,91.33195096090127,90.51066401590458,89.26374022531478,87.80658714380384
