class,filters,error
91,Original,91.53
19,Original,94.34
51,Original,99.18
55,Original,97.84
42,Original,96.15
86,Original,93.26
32,Original,98.03
87,Original,90.51
52,Original,98.76
67,Original,98.89
0,Original,98.37
66,Original,89.23
72,Original,97.67
50,Original,96.86
90,Original,98.06
30,Original,98.38
23,Original,98.46
2,Original,87.04
49,Original,87.5
37,Original,94.96
45,Original,100.0
31,Original,95.0
21,Original,94.62
22,Original,80.0
53,Original,92.44
99,Original,84.21
102,Original,96.0
57,Original,97.45
77,Original,89.13
70,Original,100.0
33,Original,83.33
48,Original,94.75
15,Original,94.94
46,Original,98.04
6,Original,91.67
74,Original,95.63
10,Original,92.31
92,Original,83.33
79,Original,96.12
39,Original,87.88
16,Original,93.41
62,Original,90.91
78,Original,99.49
63,Original,95.11
93,Original,81.03
69,Original,100.0
97,Original,87.3
41,Original,97.94
75,Original,92.16
28,Original,98.44
83,Original,94.87
17,Original,92.31
36,Original,100.0
11,Original,95.56
24,Original,70.0
40,Original,93.62
29,Original,92.98
7,Original,90.0
3,Original,76.19
20,Original,97.4
68,Original,94.44
25,Original,80.95
59,Original,100.0
27,Original,0.0
1,Original,93.18
89,Original,50.0
61,Original,94.64
12,Original,90.82
60,Original,100.0
54,Original,43.75
43,Original,94.44
81,Original,88.89
82,Original,100.0
35,Original,100.0
88,Original,78.57
73,Original,97.96
64,Original,45.45
56,Original,70.83
84,Original,0.0
47,Original,88.89
44,Original,100.0
26,Original,90.91
71,Original,100.0
95,Original,0.0
101,Original,100.0
85,Original,22.22
4,Original,88.89
34,Original,100.0
58,Original,91.67
80,Original,100.0
38,Original,100.0
5,Original,100.0
9,Original,66.67
100,Original,50.0
65,Original,66.67
76,Original,88.89
98,Original,66.67
94,Original,33.33
18,Original,80.0
14,Original,33.33
13,Original,50.0
8,Original,66.67
96,Original,14.29
