class,filters,error
90,fogsnow,95.79
55,fogsnow,72.29
53,fogsnow,60.08
2,fogsnow,42.59
28,fogsnow,72.27
36,fogsnow,91.56
32,fogsnow,90.17
31,fogsnow,84.44
50,fogsnow,73.67
48,fogsnow,77.47
52,fogsnow,81.2
16,fogsnow,82.05
20,fogsnow,88.31
86,fogsnow,65.73
67,fogsnow,92.22
43,fogsnow,81.48
23,fogsnow,84.92
79,fogsnow,78.64
29,fogsnow,52.63
30,fogsnow,93.04
49,fogsnow,69.64
75,fogsnow,82.35
58,fogsnow,66.67
1,fogsnow,59.09
46,fogsnow,92.94
73,fogsnow,91.84
57,fogsnow,75.0
6,fogsnow,66.67
40,fogsnow,55.32
45,fogsnow,90.19
69,fogsnow,72.73
64,fogsnow,0.0
87,fogsnow,50.63
41,fogsnow,81.44
78,fogsnow,90.36
37,fogsnow,53.96
63,fogsnow,90.67
62,fogsnow,51.52
72,fogsnow,90.7
25,fogsnow,38.1
65,fogsnow,11.11
74,fogsnow,86.89
66,fogsnow,76.15
71,fogsnow,83.33
91,fogsnow,66.1
51,fogsnow,79.01
68,fogsnow,75.0
60,fogsnow,65.08
19,fogsnow,77.36
0,fogsnow,78.86
15,fogsnow,79.11
77,fogsnow,73.19
12,fogsnow,57.14
96,fogsnow,14.29
97,fogsnow,66.67
17,fogsnow,51.92
22,fogsnow,75.38
47,fogsnow,37.04
93,fogsnow,50.0
61,fogsnow,78.57
27,fogsnow,0.0
99,fogsnow,68.42
26,fogsnow,72.73
42,fogsnow,79.49
11,fogsnow,73.33
70,fogsnow,96.55
21,fogsnow,74.19
34,fogsnow,100.0
56,fogsnow,16.67
83,fogsnow,82.05
35,fogsnow,74.29
10,fogsnow,46.15
39,fogsnow,63.64
76,fogsnow,66.67
88,fogsnow,46.43
54,fogsnow,6.25
7,fogsnow,35.0
92,fogsnow,8.33
3,fogsnow,42.86
100,fogsnow,0.0
81,fogsnow,77.78
101,fogsnow,60.0
44,fogsnow,57.14
85,fogsnow,0.0
5,fogsnow,14.29
18,fogsnow,0.0
24,fogsnow,30.0
4,fogsnow,33.33
95,fogsnow,0.0
102,fogsnow,64.0
8,fogsnow,0.0
80,fogsnow,33.33
38,fogsnow,44.44
13,fogsnow,50.0
59,fogsnow,51.85
9,fogsnow,33.33
14,fogsnow,0.0
82,fogsnow,71.43
33,fogsnow,55.56
89,fogsnow,0.0
98,fogsnow,0.0
94,fogsnow,33.33
84,fogsnow,0.0
