class,filters,error
61,rainnight,87.5
63,rainnight,89.33
0,rainnight,94.31
60,rainnight,88.89
30,rainnight,97.22
3,rainnight,61.9
57,rainnight,89.8
66,rainnight,83.08
41,rainnight,92.78
93,rainnight,65.52
12,rainnight,85.71
51,rainnight,93.83
52,rainnight,94.83
90,rainnight,95.95
55,rainnight,93.94
48,rainnight,92.28
42,rainnight,93.59
76,rainnight,88.89
53,rainnight,84.87
50,rainnight,91.79
77,rainnight,84.78
68,rainnight,94.44
21,rainnight,84.95
15,rainnight,88.61
78,rainnight,98.98
1,rainnight,88.64
37,rainnight,91.37
16,rainnight,92.31
31,rainnight,95.0
46,rainnight,96.86
23,rainnight,96.31
79,rainnight,95.15
28,rainnight,94.53
20,rainnight,96.97
25,rainnight,71.43
91,rainnight,83.05
32,rainnight,94.94
72,rainnight,96.51
97,rainnight,69.84
7,rainnight,77.5
19,rainnight,91.51
70,rainnight,96.55
45,rainnight,98.11
86,rainnight,84.83
58,rainnight,75.0
75,rainnight,86.27
39,rainnight,75.76
62,rainnight,81.82
17,rainnight,84.62
74,rainnight,93.2
83,rainnight,85.9
11,rainnight,88.89
29,rainnight,77.19
43,rainnight,90.74
33,rainnight,77.78
87,rainnight,69.62
67,rainnight,99.44
59,rainnight,92.59
99,rainnight,84.21
36,rainnight,99.35
34,rainnight,100.0
69,rainnight,72.73
102,rainnight,88.0
6,rainnight,81.67
22,rainnight,78.46
81,rainnight,91.67
27,rainnight,5.88
40,rainnight,91.49
54,rainnight,43.75
49,rainnight,83.93
26,rainnight,95.45
8,rainnight,66.67
82,rainnight,100.0
96,rainnight,28.57
47,rainnight,70.37
18,rainnight,20.0
2,rainnight,62.96
4,rainnight,77.78
89,rainnight,50.0
94,rainnight,0.0
100,rainnight,16.67
35,rainnight,82.86
65,rainnight,33.33
85,rainnight,0.0
5,rainnight,57.14
73,rainnight,93.88
10,rainnight,84.62
56,rainnight,50.0
24,rainnight,65.0
101,rainnight,80.0
14,rainnight,0.0
9,rainnight,66.67
71,rainnight,95.83
38,rainnight,77.78
88,rainnight,64.29
95,rainnight,0.0
13,rainnight,50.0
44,rainnight,71.43
92,rainnight,0.0
64,rainnight,9.09
84,rainnight,25.0
80,rainnight,100.0
98,rainnight,66.67
