images,Original_model_52_noise,Original_model_49_noise,Original_model_42_noise,fognight_model_52_noise,fognight_model_49_noise,fognight_model_42_noise,fogsnow_model_52_noise,fogsnow_model_49_noise,fogsnow_model_42_noise,fograin_model_52_noise,fograin_model_49_noise,fograin_model_42_noise,rainnight_model_52_noise,rainnight_model_49_noise,rainnight_model_42_noise,snownight_model_52_noise,snownight_model_49_noise,snownight_model_42_noise
9773,92.97040724444898,92.43796889389134,93.02210580169856,74.51176813670315,73.10980967972988,76.4452839455643,77.97061393635528,77.68409597871688,78.44066202803644,77.6119032027013,77.58178962447559,79.03393021590094,90.2492254169651,89.92139056584465,90.35123401207409,90.07452164125652,89.51220198506088,90.4324322111941
