class,filters,error
53,Original,88.66
70,Original,100.0
48,Original,93.21
55,Original,95.24
32,Original,96.35
22,Original,81.54
90,Original,96.76
57,Original,90.82
50,Original,96.14
46,Original,98.43
1,Original,90.91
74,Original,96.12
72,Original,96.51
87,Original,93.04
16,Original,90.11
51,Original,94.24
19,Original,93.4
0,Original,97.56
36,Original,100.0
21,Original,92.47
66,Original,82.31
78,Original,97.46
12,Original,91.84
63,Original,94.67
52,Original,95.45
73,Original,93.88
86,Original,90.45
77,Original,89.13
28,Original,98.44
23,Original,96.0
37,Original,95.68
79,Original,94.17
11,Original,97.78
93,Original,70.69
31,Original,92.78
27,Original,0.0
102,Original,92.0
67,Original,100.0
58,Original,66.67
30,Original,97.45
40,Original,87.23
68,Original,97.22
42,Original,94.87
71,Original,100.0
60,Original,85.71
15,Original,94.3
20,Original,97.84
17,Original,82.69
97,Original,65.08
29,Original,77.19
43,Original,94.44
41,Original,93.81
99,Original,84.21
61,Original,89.29
49,Original,87.5
45,Original,98.87
62,Original,84.85
91,Original,91.53
35,Original,91.43
85,Original,11.11
54,Original,68.75
64,Original,45.45
69,Original,81.82
84,Original,0.0
75,Original,98.04
2,Original,70.37
83,Original,96.15
47,Original,70.37
3,Original,52.38
24,Original,80.0
7,Original,72.5
81,Original,91.67
6,Original,90.0
59,Original,100.0
76,Original,83.33
92,Original,16.67
82,Original,100.0
56,Original,62.5
88,Original,82.14
4,Original,55.56
38,Original,88.89
33,Original,83.33
39,Original,81.82
10,Original,84.62
25,Original,85.71
101,Original,100.0
5,Original,57.14
26,Original,86.36
8,Original,33.33
100,Original,50.0
89,Original,100.0
44,Original,85.71
34,Original,100.0
18,Original,0.0
65,Original,77.78
80,Original,100.0
94,Original,0.0
13,Original,100.0
98,Original,100.0
96,Original,14.29
9,Original,33.33
95,Original,0.0
14,Original,33.33
