class,filters,error
51,fognight,72.43
57,fognight,76.02
40,fognight,74.47
15,fognight,85.44
38,fognight,33.33
0,fognight,82.93
21,fognight,48.39
72,fognight,73.26
50,fognight,74.88
48,fognight,72.84
37,fognight,64.03
52,fognight,83.88
30,fognight,92.81
16,fognight,87.91
32,fognight,81.18
66,fognight,56.92
88,fognight,46.43
86,fognight,64.04
67,fognight,83.33
78,fognight,80.2
22,fognight,73.85
90,fognight,86.41
3,fognight,38.1
2,fognight,48.15
23,fognight,87.69
91,fognight,49.15
20,fognight,86.15
81,fognight,83.33
93,fognight,15.52
29,fognight,33.33
7,fognight,45.0
41,fognight,85.57
27,fognight,11.76
45,fognight,93.21
36,fognight,89.61
97,fognight,76.19
28,fognight,77.73
74,fognight,70.87
43,fognight,79.63
79,fognight,76.7
53,fognight,59.24
31,fognight,87.22
1,fognight,70.45
87,fognight,44.3
73,fognight,89.8
55,fognight,76.62
11,fognight,57.78
17,fognight,40.38
77,fognight,57.97
64,fognight,27.27
46,fognight,87.84
83,fognight,67.95
54,fognight,25.0
34,fognight,85.71
63,fognight,59.11
19,fognight,66.04
98,fognight,33.33
70,fognight,84.48
68,fognight,66.67
5,fognight,14.29
6,fognight,66.67
12,fognight,72.45
61,fognight,60.71
42,fognight,76.92
26,fognight,68.18
49,fognight,87.5
47,fognight,40.74
62,fognight,51.52
71,fognight,66.67
39,fognight,51.52
44,fognight,57.14
4,fognight,44.44
60,fognight,74.6
14,fognight,0.0
25,fognight,33.33
35,fognight,74.29
10,fognight,61.54
102,fognight,72.0
18,fognight,0.0
69,fognight,54.55
99,fognight,57.89
82,fognight,28.57
75,fognight,82.35
24,fognight,45.0
89,fognight,12.5
8,fognight,0.0
33,fognight,77.78
59,fognight,33.33
56,fognight,16.67
84,fognight,0.0
76,fognight,50.0
85,fognight,0.0
58,fognight,25.0
100,fognight,16.67
95,fognight,0.0
96,fognight,0.0
13,fognight,25.0
101,fognight,60.0
92,fognight,25.0
94,fognight,33.33
65,fognight,22.22
80,fognight,33.33
9,fognight,33.33
