class,filters,error
53,snownight,86.13
70,snownight,96.55
48,snownight,92.59
55,snownight,92.64
32,snownight,96.35
22,snownight,78.46
90,snownight,96.76
57,snownight,90.31
50,snownight,91.3
46,snownight,96.47
1,snownight,79.55
74,snownight,94.17
72,snownight,95.35
87,snownight,63.92
16,snownight,91.94
51,snownight,92.18
19,snownight,92.45
0,snownight,93.5
36,snownight,99.35
21,snownight,83.87
66,snownight,79.23
78,snownight,97.97
12,snownight,84.69
63,snownight,89.33
52,snownight,94.63
73,snownight,93.88
86,snownight,84.27
77,snownight,80.43
28,snownight,92.97
23,snownight,96.62
37,snownight,89.21
79,snownight,90.29
11,snownight,86.67
93,snownight,77.59
31,snownight,95.0
27,snownight,0.0
102,snownight,92.0
67,snownight,98.89
58,snownight,75.0
30,snownight,97.91
40,snownight,78.72
68,snownight,91.67
42,snownight,91.03
71,snownight,91.67
60,snownight,82.54
15,snownight,89.24
20,snownight,96.1
17,snownight,75.0
97,snownight,71.43
29,snownight,75.44
43,snownight,92.59
41,snownight,92.78
99,snownight,78.95
61,snownight,89.29
49,snownight,91.07
45,snownight,97.36
62,snownight,78.79
91,snownight,86.44
35,snownight,88.57
85,snownight,0.0
54,snownight,37.5
64,snownight,18.18
69,snownight,72.73
84,snownight,0.0
75,snownight,86.27
2,snownight,66.67
83,snownight,89.74
47,snownight,74.07
3,snownight,66.67
24,snownight,65.0
7,snownight,70.0
81,snownight,91.67
6,snownight,90.0
59,snownight,100.0
76,snownight,77.78
92,snownight,0.0
82,snownight,100.0
56,snownight,54.17
88,snownight,78.57
4,snownight,88.89
38,snownight,66.67
33,snownight,77.78
39,snownight,84.85
10,snownight,84.62
25,snownight,71.43
101,snownight,60.0
5,snownight,57.14
26,snownight,95.45
8,snownight,100.0
100,snownight,16.67
89,snownight,37.5
44,snownight,71.43
34,snownight,100.0
18,snownight,20.0
65,snownight,66.67
80,snownight,100.0
94,snownight,0.0
13,snownight,25.0
98,snownight,100.0
96,snownight,14.29
9,snownight,66.67
95,snownight,0.0
14,snownight,0.0
