class,filters,error
48,fograin,75.62
37,fograin,57.55
79,fograin,80.58
52,fograin,83.47
90,fograin,95.63
58,fograin,41.67
21,fograin,73.12
30,fograin,93.5
28,fograin,74.22
17,fograin,57.69
51,fograin,76.54
57,fograin,71.43
50,fograin,72.22
53,fograin,59.24
16,fograin,79.49
23,fograin,85.85
43,fograin,81.48
3,fograin,38.1
49,fograin,66.07
77,fograin,75.36
78,fograin,90.36
55,fograin,72.29
20,fograin,90.48
41,fograin,83.51
46,fograin,92.16
0,fograin,86.99
36,fograin,89.61
22,fograin,75.38
45,fograin,88.3
66,fograin,76.15
63,fograin,92.0
97,fograin,53.97
11,fograin,75.56
32,fograin,88.76
60,fograin,73.02
35,fograin,80.0
12,fograin,64.29
74,fograin,86.89
86,fograin,72.47
2,fograin,48.15
19,fograin,75.47
15,fograin,75.95
75,fograin,84.31
54,fograin,6.25
26,fograin,72.73
68,fograin,66.67
81,fograin,80.56
40,fograin,63.83
102,fograin,64.0
91,fograin,69.49
5,fograin,0.0
31,fograin,87.78
83,fograin,82.05
7,fograin,42.5
71,fograin,91.67
39,fograin,66.67
6,fograin,75.0
64,fograin,0.0
82,fograin,71.43
62,fograin,60.61
61,fograin,66.07
1,fograin,52.27
85,fograin,0.0
34,fograin,95.24
67,fograin,94.44
87,fograin,44.3
24,fograin,35.0
73,fograin,91.84
47,fograin,48.15
99,fograin,73.68
93,fograin,56.9
70,fograin,91.38
25,fograin,42.86
72,fograin,89.53
10,fograin,46.15
88,fograin,53.57
33,fograin,55.56
14,fograin,0.0
29,fograin,47.37
42,fograin,75.64
69,fograin,63.64
92,fograin,0.0
27,fograin,0.0
84,fograin,0.0
59,fograin,33.33
96,fograin,14.29
76,fograin,66.67
8,fograin,0.0
65,fograin,22.22
101,fograin,60.0
4,fograin,44.44
56,fograin,29.17
89,fograin,12.5
95,fograin,0.0
38,fograin,66.67
13,fograin,25.0
100,fograin,16.67
9,fograin,33.33
98,fograin,0.0
18,fograin,0.0
44,fograin,71.43
94,fograin,0.0
80,fograin,100.0
