category,images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
Dangerous warning,2228,93.71613554757629,93.35899461400359,93.40203321364451,93.179236983842,92.63767953321363,92.36991472172353,91.87434021543986,91.92171454219032,91.74257181328547,90.79933123877917,90.79749551166965
Regularoty,7545,95.14927766732937,94.80512922465209,94.56569118621604,94.30134393638173,94.04849436713056,93.66376275679256,93.34670907886017,92.92210603048376,92.6972511597084,92.39238436050364,91.68993903247184
