images,Original_model_42_ideallevelrain,rain1_model_42_ideallevelrain,rain2_model_42_ideallevelrain,rain3_model_42_ideallevelrain,rain4_model_42_ideallevelrain,rain5_model_42_ideallevelrain,rain6_model_42_ideallevelrain,rain7_model_42_ideallevelrain,rain8_model_42_ideallevelrain,rain9_model_42_ideallevelrain,rain10_model_42_ideallevelrain
9773,94.82255704491968,94.47544663869846,94.30040622122173,94.04553156656095,93.72686380845185,93.36879770797094,93.01104573825846,92.69404174767216,92.47960810395988,92.02920802210171,91.48648419113886
