images,Original_model_42_ideallevelnight,night1_model_42_ideallevelnight,night2_model_42_ideallevelnight,night3_model_42_ideallevelnight,night4_model_42_ideallevelnight,night5_model_42_ideallevelnight,night6_model_42_ideallevelnight,night7_model_42_ideallevelnight,night8_model_42_ideallevelnight,night9_model_42_ideallevelnight,night10_model_42_ideallevelnight
9773,94.82255704491968,93.98372147754016,93.70692417886012,93.7276322521232,93.17523278420137,92.65278931750743,92.00870868719943,91.48694771308709,90.81109996930321,89.3382901872506,88.16136600839044
